fluxQ1,fluxQ2,fluxQ3,fluxQ4
0.24807692307692308,0.24903846153846154,0.2567307692307692,0.24615384615384617
0.24903846153846154,0.24807692307692308,0.24615384615384617,0.2567307692307692
0.2567307692307692,0.24615384615384617,0.24807692307692308,0.24903846153846154
0.24615384615384617,0.2567307692307692,0.24903846153846154,0.24807692307692308
0.2524752475247525,0.2504950495049505,0.2485148514851485,0.2485148514851485
0.2522343594836147,0.2522343594836147,0.24627606752730885,0.24925521350546176
0.24639076034648702,0.24831568816169394,0.2550529355149182,0.2502406159769009
0.24831568816169394,0.24639076034648702,0.2502406159769009,0.2550529355149182
0.2550529355149182,0.2502406159769009,0.24639076034648702,0.24831568816169394
0.2502406159769009,0.2550529355149182,0.24831568816169394,0.24639076034648702
0.24435721295387636,0.24533856722276742,0.2512266928361138,0.2590775269872424
0.24533856722276742,0.24435721295387636,0.2590775269872424,0.2512266928361138
0.2512266928361138,0.2590775269872424,0.24435721295387636,0.24533856722276742
0.2590775269872424,0.2512266928361138,0.24533856722276742,0.24435721295387636
0.24521072796934865,0.2557471264367816,0.25,0.24904214559386972
0.2557471264367816,0.24521072796934865,0.24904214559386972,0.25
0.25,0.24904214559386972,0.24521072796934865,0.2557471264367816
0.24904214559386972,0.25,0.2557471264367816,0.24521072796934865
0.2423945044160942,0.25318940137389595,0.2561334641805692,0.24828263002944062
0.25318940137389595,0.2423945044160942,0.24828263002944062,0.2561334641805692
0.2561334641805692,0.24828263002944062,0.2423945044160942,0.25318940137389595
0.24828263002944062,0.2561334641805692,0.25318940137389595,0.2423945044160942
0.25925925925925924,0.2475633528265107,0.24463937621832357,0.24853801169590642
0.2475633528265107,0.25925925925925924,0.24853801169590642,0.24463937621832357
0.24463937621832357,0.24853801169590642,0.25925925925925924,0.2475633528265107
0.24853801169590642,0.24463937621832357,0.2475633528265107,0.25925925925925924
0.25098425196850394,0.25393700787401574,0.24901574803149606,0.24606299212598426
0.25393700787401574,0.25098425196850394,0.24606299212598426,0.24901574803149606
0.24901574803149606,0.24606299212598426,0.25098425196850394,0.25393700787401574
0.24606299212598426,0.24901574803149606,0.25393700787401574,0.25098425196850394
0.242512077294686,0.2492753623188406,0.2589371980676328,0.2492753623188406
0.2492753623188406,0.242512077294686,0.2492753623188406,0.2589371980676328
0.2589371980676328,0.2492753623188406,0.242512077294686,0.2492753623188406
0.2492753623188406,0.2589371980676328,0.2492753623188406,0.242512077294686
0.2522343594836147,0.2522343594836147,0.24925521350546176,0.24627606752730885
0.24627606752730885,0.24925521350546176,0.2522343594836147,0.2522343594836147
0.24925521350546176,0.24627606752730885,0.2522343594836147,0.2522343594836147
0.24390243902439024,0.25365853658536586,0.2526829268292683,0.2497560975609756
0.25365853658536586,0.24390243902439024,0.2497560975609756,0.2526829268292683
0.2526829268292683,0.2497560975609756,0.24390243902439024,0.25365853658536586
0.2497560975609756,0.2526829268292683,0.25365853658536586,0.24390243902439024
0.25217391304347825,0.2492753623188406,0.2531400966183575,0.24541062801932367
0.2492753623188406,0.25217391304347825,0.24541062801932367,0.2531400966183575
0.2531400966183575,0.24541062801932367,0.25217391304347825,0.2492753623188406
0.24541062801932367,0.2531400966183575,0.2492753623188406,0.25217391304347825
0.2495164410058027,0.2495164410058027,0.24661508704061896,0.25435203094777564
0.2495164410058027,0.2495164410058027,0.25435203094777564,0.24661508704061896
0.24661508704061896,0.25435203094777564,0.2495164410058027,0.2495164410058027
0.25435203094777564,0.24661508704061896,0.2495164410058027,0.2495164410058027
0.25098425196850394,0.24803149606299213,0.2440944881889764,0.25688976377952755
0.24803149606299213,0.25098425196850394,0.25688976377952755,0.2440944881889764
0.2440944881889764,0.25688976377952755,0.25098425196850394,0.24803149606299213
0.25688976377952755,0.2440944881889764,0.24803149606299213,0.25098425196850394
0.24783027965284474,0.24783027965284474,0.2507232401157184,0.2536162005785921
0.24783027965284474,0.24783027965284474,0.2536162005785921,0.2507232401157184
0.2507232401157184,0.2536162005785921,0.24783027965284474,0.24783027965284474
0.2536162005785921,0.2507232401157184,0.24783027965284474,0.24783027965284474
0.24532019704433497,0.258128078817734,0.24926108374384237,0.24729064039408866
0.258128078817734,0.24532019704433497,0.24729064039408866,0.24926108374384237
0.24926108374384237,0.24729064039408866,0.24532019704433497,0.258128078817734
0.24729064039408866,0.24926108374384237,0.258128078817734,0.24532019704433497
0.25145631067961166,0.2436893203883495,0.2504854368932039,0.2543689320388349
0.2436893203883495,0.25145631067961166,0.2543689320388349,0.2504854368932039
0.2504854368932039,0.2543689320388349,0.25145631067961166,0.2436893203883495
0.2543689320388349,0.2504854368932039,0.2436893203883495,0.25145631067961166
0.25048732943469787,0.24951267056530213,0.2543859649122807,0.24561403508771928
0.24951267056530213,0.25048732943469787,0.24561403508771928,0.2543859649122807
0.2543859649122807,0.24561403508771928,0.25048732943469787,0.24951267056530213
0.24561403508771928,0.2543859649122807,0.24951267056530213,0.25048732943469787
0.24732229795520935,0.24732229795520935,0.2599805258033106,0.2453748782862707
0.24732229795520935,0.24732229795520935,0.2453748782862707,0.2599805258033106
0.2599805258033106,0.2453748782862707,0.24732229795520935,0.24732229795520935
0.2453748782862707,0.2599805258033106,0.24732229795520935,0.24732229795520935
0.24593301435406698,0.24880382775119617,0.2555023923444976,0.24976076555023924
0.24880382775119617,0.24593301435406698,0.24976076555023924,0.2555023923444976
0.2555023923444976,0.24976076555023924,0.24593301435406698,0.24880382775119617
0.24976076555023924,0.2555023923444976,0.24880382775119617,0.24593301435406698
0.24497607655502393,0.2507177033492823,0.2545454545454545,0.24976076555023924
0.2507177033492823,0.24497607655502393,0.24976076555023924,0.2545454545454545
0.2545454545454545,0.24976076555023924,0.24497607655502393,0.2507177033492823
0.24976076555023924,0.2545454545454545,0.2507177033492823,0.24497607655502393
0.25638506876227896,0.24361493123772102,0.24852652259332023,0.25147347740667975
0.24361493123772102,0.25638506876227896,0.25147347740667975,0.24852652259332023
0.24852652259332023,0.25147347740667975,0.25638506876227896,0.24361493123772102
0.25147347740667975,0.24852652259332023,0.24361493123772102,0.25638506876227896
0.2512218963831867,0.24926686217008798,0.2482893450635386,0.2512218963831867
0.24926686217008798,0.2512218963831867,0.2512218963831867,0.2482893450635386
0.2482893450635386,0.2512218963831867,0.2512218963831867,0.24926686217008798
0.2512218963831867,0.2482893450635386,0.24926686217008798,0.2512218963831867
0.25172074729596855,0.2536873156342183,0.24582104228121926,0.2487708947885939
0.2536873156342183,0.25172074729596855,0.2487708947885939,0.24582104228121926
0.24582104228121926,0.2487708947885939,0.25172074729596855,0.2536873156342183
0.2487708947885939,0.24582104228121926,0.2536873156342183,0.25172074729596855
0.246588693957115,0.2524366471734893,0.2573099415204678,0.24366471734892786
0.2524366471734893,0.246588693957115,0.24366471734892786,0.2573099415204678
0.2573099415204678,0.24366471734892786,0.246588693957115,0.2524366471734893
0.24366471734892786,0.2573099415204678,0.2524366471734893,0.246588693957115
0.24633431085043989,0.25317693059628543,0.24437927663734116,0.2561094819159335
0.24951830443159922,0.24759152215799615,0.24951830443159922,0.25337186897880537
0.24759152215799615,0.24951830443159922,0.25337186897880537,0.24951830443159922
0.24951830443159922,0.25337186897880537,0.24951830443159922,0.24759152215799615
0.25337186897880537,0.24951830443159922,0.24759152215799615,0.24951830443159922
0.24877571008814886,0.25269343780607245,0.2507345739471107,0.24779627815866798
0.25269343780607245,0.24877571008814886,0.24779627815866798,0.2507345739471107
0.2507345739471107,0.24779627815866798,0.24877571008814886,0.25269343780607245
0.24779627815866798,0.2507345739471107,0.25269343780607245,0.24877571008814886
0.24951076320939333,0.24951076320939333,0.25048923679060664,0.25048923679060664
0.24951076320939333,0.24951076320939333,0.25048923679060664,0.25048923679060664
