theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
0.9819325463806559,0.009518937115889295,0.9699442518912346,0.9832287304660349,0.5740642939822493,0.5322548284475143,0.1922089326415205,0.6729555153475891
0.9832287304660349,0.9699442518912347,0.009518937115889293,0.981932546380656,0.6729555153475891,0.1922089326415205,0.5322548284475143,0.5740642939822496
0.4259357060177505,0.4677451715524858,0.8077910673584795,0.32704448465241076,0.018067453619344028,0.9904810628841106,0.03005574810876518,0.016771269533965193
0.3270444846524108,0.8077910673584795,0.46774517155248585,0.42593570601775055,0.016771269533965193,0.03005574810876532,0.9904810628841106,0.018067453619344025
0.9886423370337512,0.700391353117329,0.7280088459746329,0.4248075926795116,0.823079178800552,0.525031750176409,0.02416138463506097,0.11154581782370422
0.4248075926795117,0.7280088459746327,0.7003913531173291,0.988642337033751,0.11154581782370422,0.02416138463506097,0.525031750176409,0.823079178800552
0.17692082119944788,0.4749682498235909,0.9758386153649391,0.8884541821762958,0.011357662966249023,0.29960864688267075,0.2719911540253673,0.5751924073204882
0.8884541821762958,0.975838615364939,0.4749682498235911,0.176920821199448,0.5751924073204883,0.2719911540253673,0.29960864688267075,0.011357662966249025
0.15636223122194015,0.6099469605192371,0.4406901306065886,0.4360472406112956,0.9559828620137606,0.5138460922942419,0.8819157428784177,0.07568067051395135
0.43604724061129535,0.44069013060658857,0.6099469605192371,0.15636223122194043,0.07568067051395135,0.8819157428784177,0.5138460922942419,0.9559828620137606
0.04401713798623932,0.486153907705758,0.11808425712158227,0.9243193294860487,0.8436377687780597,0.39005303948076303,0.5593098693934115,0.5639527593887048
0.9243193294860489,0.11808425712158228,0.4861539077057579,0.044017137986239456,0.5639527593887046,0.5593098693934115,0.39005303948076303,0.8436377687780597
0.23596583179855976,0.8316218317272009,0.9425374168562816,0.5111291411991005,0.08370391300064983,0.5385325812233369,0.508609352024572,0.7314014050372358
0.317917197887003,0.48011103321453774,0.21888873452450983,0.8038069172297663,0.14423117369903854,0.5468655920211317,0.15255638203575214,0.9196048066509439
0.8038069172297663,0.21888873452450971,0.4801110332145378,0.31791719788700296,0.9196048066509438,0.15255638203575214,0.5468655920211317,0.14423117369903854
0.8557688263009614,0.4531344079788682,0.8474436179642478,0.08039519334905618,0.682082802112997,0.519888966785462,0.7811112654754903,0.1961930827702337
0.08039519334905605,0.8474436179642478,0.45313440797886817,0.8557688263009615,0.1961930827702336,0.7811112654754903,0.519888966785462,0.682082802112997
0.6800307861974346,0.7840080622544476,0.2889575485911792,0.1803253877756441,0.8847119066012079,0.40767929799677705,0.5833162712243567,0.369622043560048
